accession,sample_name,longitude_deg,latitude_deg,country,studies,env_biome,env_feature,env_material
ERS1303553,qiita_sid_1674:1674.McG.F110714Ch2H4,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303554,qiita_sid_1674:1674.McG.F110714Ch2R1,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303555,qiita_sid_1674:1674.McG.F110714Ch2R2,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303556,qiita_sid_1674:1674.McG.F110714Ch2R3,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303557,qiita_sid_1674:1674.McG.F110714Ch2R4,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303558,qiita_sid_1674:1674.McG.F110714Ch2R5,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303559,qiita_sid_1674:1674.McG.F110714Ch3H1,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303560,qiita_sid_1674:1674.McG.F110714Ch3H2,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303561,qiita_sid_1674:1674.McG.F110714Ch3H3,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303562,qiita_sid_1674:1674.McG.F110714Ch3H4,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303563,qiita_sid_1674:1674.McG.F110714Ch3H5,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303564,qiita_sid_1674:1674.McG.F110714Ch3R1,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303565,qiita_sid_1674:1674.McG.F110714Ch3R2,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303566,qiita_sid_1674:1674.McG.F110714Ch3R3,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303567,qiita_sid_1674:1674.McG.F110714Ch3R4,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303568,qiita_sid_1674:1674.McG.F110714Ch3R5,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303569,qiita_sid_1674:1674.McG.F110714Jr1H1,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303570,qiita_sid_1674:1674.McG.F110714Jr1H2,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303571,qiita_sid_1674:1674.McG.F110714Jr1H3,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303572,qiita_sid_1674:1674.McG.F110714Jr1H4,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303573,qiita_sid_1674:1674.McG.F110714Jr1H5,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303574,qiita_sid_1674:1674.McG.F110714Jr1R1,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303575,qiita_sid_1674:1674.McG.F110714Jr1R2,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303576,qiita_sid_1674:1674.McG.F110714Jr1R3,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303577,qiita_sid_1674:1674.McG.F110714Jr1R4,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303578,qiita_sid_1674:1674.McG.F110714Jr1R5,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303579,qiita_sid_1674:1674.McG.F110714Jr3H1,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303580,qiita_sid_1674:1674.McG.F110714Jr3H2,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303581,qiita_sid_1674:1674.McG.F110714Jr3H3,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303582,qiita_sid_1674:1674.McG.F110714Jr3H4,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303583,qiita_sid_1674:1674.McG.F110714Jr3H5,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303584,qiita_sid_1674:1674.McG.F110714Jr3R1,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303585,qiita_sid_1674:1674.McG.F110714Jr3R2,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303586,qiita_sid_1674:1674.McG.F110714Jr3R3,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303587,qiita_sid_1674:1674.McG.F110714Jr3R4,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303588,qiita_sid_1674:1674.McG.F110714Jr3R5,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303589,qiita_sid_1674:1674.McG.F110714Jr5H1,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303590,qiita_sid_1674:1674.McG.F110714Jr5H2,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303591,qiita_sid_1674:1674.McG.F110714Jr5H3,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303592,qiita_sid_1674:1674.McG.F110714Jr5H4,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303593,qiita_sid_1674:1674.McG.F110714Jr5H5,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303594,qiita_sid_1674:1674.McG.F110714Jr5R1,-73.94,40.826,USA:NY:NY:Manhattan;GAZ:United States of America,MGYS00003915,urban biome,garden soil,soil
ERS1303595,qiita_sid_1674:1674.McG.F110714Jr5R2,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303596,qiita_sid_1674:1674.McG.F110714Jr5R3,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303597,qiita_sid_1674:1674.McG.F110714Jr5R4,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303598,qiita_sid_1674:1674.McG.F110714Jr5R5,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303599,qiita_sid_1674:1674.McG.F110715Ly2H1,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303600,qiita_sid_1674:1674.McG.F110715Ly2H2,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303601,qiita_sid_1674:1674.McG.F110715Ly2H3,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303602,qiita_sid_1674:1674.McG.F110715Ly2H4,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303603,qiita_sid_1674:1674.McG.F110715Ly2H5,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303604,qiita_sid_1674:1674.McG.F110715Ly2R1,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303605,qiita_sid_1674:1674.McG.F110715Ly2R2,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303606,qiita_sid_1674:1674.McG.F110715Ly2R4,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303607,qiita_sid_1674:1674.McG.F110715Ly2R5,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303608,qiita_sid_1674:1674.McG.F110715Ly5H1,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303609,qiita_sid_1674:1674.McG.F110715Ly5H2,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303610,qiita_sid_1674:1674.McG.F110715Ly5H3,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303611,qiita_sid_1674:1674.McG.F110715Ly5H4,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303612,qiita_sid_1674:1674.McG.F110715Ly5H5,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303613,qiita_sid_1674:1674.McG.F110715Ly5R1,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303614,qiita_sid_1674:1674.McG.F110715Ly5R2,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303615,qiita_sid_1674:1674.McG.F110715Ly5R3,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303616,qiita_sid_1674:1674.McG.F110715Ly5R4,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303617,qiita_sid_1674:1674.McG.F110715Ly5R5,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303618,qiita_sid_1674:1674.McG.F110715Ly6H1,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303619,qiita_sid_1674:1674.McG.F110715Ly6H2,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303620,qiita_sid_1674:1674.McG.F110715Ly6H3,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303621,qiita_sid_1674:1674.McG.F110715Ly6H4,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303622,qiita_sid_1674:1674.McG.F110715Ly6H5,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303623,qiita_sid_1674:1674.McG.F110715Ly6R1,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303624,qiita_sid_1674:1674.McG.F110715Ly6R2,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303625,qiita_sid_1674:1674.McG.F110715Ly6R3,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303626,qiita_sid_1674:1674.McG.F110715Ly6R4,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303627,qiita_sid_1674:1674.McG.F110715Ly6R5,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303628,qiita_sid_1674:1674.McG.G110713Br1,-73.912,40.667,GAZ:United States of America;USA:NY:NY:Brooklyn,MGYS00003915,urban biome,garden soil,soil
ERS1303629,qiita_sid_1674:1674.McG.G110713Br2,-73.912,40.667,GAZ:United States of America;USA:NY:NY:Brooklyn,MGYS00003915,urban biome,garden soil,soil
ERS1303630,qiita_sid_1674:1674.McG.G110713Br3,-73.912,40.667,GAZ:United States of America;USA:NY:NY:Brooklyn,MGYS00003915,urban biome,garden soil,soil
ERS1303631,qiita_sid_1674:1674.McG.G110713Lb4,-73.865,40.731,GAZ:United States of America;USA:NY:NY:Queens Rego Park,MGYS00003915,urban biome,garden soil,soil
ERS1303632,qiita_sid_1674:1674.McG.G110713Lb5,-73.865,40.731,GAZ:United States of America;USA:NY:NY:Queens Rego Park,MGYS00003915,urban biome,garden soil,soil
ERS1303633,qiita_sid_1674:1674.McG.G110713Lb6,-73.865,40.731,GAZ:United States of America;USA:NY:NY:Queens Rego Park,MGYS00003915,urban biome,garden soil,soil
ERS1303634,qiita_sid_1674:1674.McG.G110713Sj1,-73.935,40.671,GAZ:United States of America;USA:NY:NY:Brooklyn,MGYS00003915,urban biome,garden soil,soil
ERS1303635,qiita_sid_1674:1674.McG.G110713Sj2,-73.935,40.671,GAZ:United States of America;USA:NY:NY:Brooklyn,MGYS00003915,urban biome,garden soil,soil
ERS1303636,qiita_sid_1674:1674.McG.G110713Sj3,-73.935,40.671,GAZ:United States of America;USA:NY:NY:Brooklyn,MGYS00003915,urban biome,garden soil,soil
ERS1303637,qiita_sid_1674:1674.McG.G110713Sm1,-73.914,40.811,GAZ:United States of America;USA:NY:NY:Bronx,MGYS00003915,urban biome,garden soil,soil
ERS1303638,qiita_sid_1674:1674.McG.G110713Sm3,-73.914,40.811,GAZ:United States of America;USA:NY:NY:Bronx,MGYS00003915,urban biome,garden soil,soil
ERS1303639,qiita_sid_1674:1674.McG.G110713Sm5,-73.914,40.811,GAZ:United States of America;USA:NY:NY:Bronx,MGYS00003915,urban biome,garden soil,soil
ERS1303640,qiita_sid_1674:1674.McG.G110713So1,-73.751,40.602,GAZ:United States of America;USA:NY:NY:Brooklyn,MGYS00003915,urban biome,garden soil,soil
ERS1303641,qiita_sid_1674:1674.McG.G110713So3,-73.751,40.602,GAZ:United States of America;USA:NY:NY:Brooklyn,MGYS00003915,urban biome,garden soil,soil
ERS1303642,qiita_sid_1674:1674.McG.G110713So5,-73.751,40.602,GAZ:United States of America;USA:NY:NY:Brooklyn,MGYS00003915,urban biome,garden soil,soil
ERS1303643,qiita_sid_1674:1674.McG.G110713Sp4,-74.002,40.646,GAZ:United States of America;USA:NY:NY:Brooklyn,MGYS00003915,urban biome,garden soil,soil
ERS1303644,qiita_sid_1674:1674.McG.G110713Sp5,-74.002,40.646,GAZ:United States of America;USA:NY:NY:Brooklyn,MGYS00003915,urban biome,garden soil,soil
ERS1303645,qiita_sid_1674:1674.McG.G110713Sp6,-74.002,40.646,GAZ:United States of America;USA:NY:NY:Brooklyn,MGYS00003915,urban biome,garden soil,soil
ERS1303646,qiita_sid_1674:1674.McG.G110714Ch1,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303647,qiita_sid_1674:1674.McG.G110714Ch2,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303648,qiita_sid_1674:1674.McG.G110714Ch3,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303649,qiita_sid_1674:1674.McG.G110714Jr1,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303650,qiita_sid_1674:1674.McG.G110714Jr3,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303651,qiita_sid_1674:1674.McG.G110714Jr5,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303652,qiita_sid_1674:1674.McG.G110715Ly2,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303653,qiita_sid_1674:1674.McG.G110715Ly5,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303654,qiita_sid_1674:1674.McG.G110715Ly6,-74.074,40.638,GAZ:United States of America;USA:NY:NY:Staten Island,MGYS00003915,urban biome,garden soil,soil
ERS1303655,qiita_sid_1674:1674.McG.G110718Ha2,-73.939,40.813,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303656,qiita_sid_1674:1674.McG.G110718Ha3,-73.939,40.813,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303657,qiita_sid_1674:1674.McG.G110718Ha6,-73.939,40.813,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303658,qiita_sid_1674:1674.McG.G110719Di1,-73.963,40.809,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303659,qiita_sid_1674:1674.McG.G110719Di3,-73.963,40.809,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303660,qiita_sid_1674:1674.McG.G110719Di4,-73.963,40.809,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303661,qiita_sid_1674:1674.McG.G110719Di5,-73.963,40.809,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303662,qiita_sid_1674:1674.McG.G110719Di6,-73.963,40.809,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303663,qiita_sid_1674:1674.McG.G110719Di7,-73.963,40.809,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303664,qiita_sid_1674:1674.McG.P110714Ch1,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303665,qiita_sid_1674:1674.McG.P110714Ch2,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303666,qiita_sid_1674:1674.McG.P110714Ch3,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303667,qiita_sid_1674:1674.McG.P110714Hi1,-74.005,40.747,GAZ:United States of America;USA:NY:NY:Brooklyn,MGYS00003915,urban biome,garden soil,soil
ERS1303668,qiita_sid_1674:1674.McG.P110714Hi2,-74.005,40.747,GAZ:United States of America;USA:NY:NY:Brooklyn,MGYS00003915,urban biome,garden soil,soil
ERS1303669,qiita_sid_1674:1674.McG.P110714Hi3,-74.005,40.747,GAZ:United States of America;USA:NY:NY:Brooklyn,MGYS00003915,urban biome,garden soil,soil
ERS1303670,qiita_sid_1674:1674.McG.P110714Jr1,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303671,qiita_sid_1674:1674.McG.P110714Jr2,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303672,qiita_sid_1674:1674.McG.P110714Jr3,-73.94,40.826,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
