accession,sample_name,longitude_deg,latitude_deg,country,studies,env_biome,env_feature,env_material,experiment_type,collection_date
ERS1261224,"HJ Andrews, Douglas-fir, rep 2",-122.22,44.23,GAZ:United States of America,MGYS00003688,forest biome,forest soil,soil,unknown,
ERS1261225,"HJ Andrews, Douglas-fir, rep 3",-122.22,44.23,GAZ:United States of America,MGYS00003688,forest biome,forest soil,soil,unknown,
ERS1261226,"Deercreek, Douglas-fir, rep 1",-121.02,43.92,GAZ:United States of America,MGYS00003688,forest biome,forest soil,soil,unknown,
ERS1261227,"Deercreek, Douglas-fir, rep 2",-121.02,43.92,GAZ:United States of America,MGYS00003688,forest biome,forest soil,soil,unknown,
ERS1261228,"Deercreek, Douglas-fir, rep 3",-121.02,43.91,GAZ:United States of America,MGYS00003688,forest biome,forest soil,soil,unknown,
ERS1261229,"Santiam Pass, mountain hemlock, rep 1",-123.32,44.63,GAZ:United States of America,MGYS00003688,forest biome,forest soil,soil,unknown,
ERS1261230,"Santiam Pass, mountain hemlock, rep 2",-123.32,44.63,GAZ:United States of America,MGYS00003688,forest biome,forest soil,soil,unknown,
ERS1261231,"Santiam Pass, mountain hemlock, rep 3",-123.32,44.62,GAZ:United States of America,MGYS00003688,forest biome,forest soil,soil,unknown,
ERS1261232,"Metolius River, ponderosa pine, rep 1",-121.63,44.5,GAZ:United States of America,MGYS00003688,forest biome,forest soil,soil,unknown,
ERS1261233,"Metolius River, ponderosa pine, rep 2",-121.63,44.5,GAZ:United States of America,MGYS00003688,forest biome,forest soil,soil,unknown,
ERS1261234,"Metolius River, ponderosa pine, rep 3",-121.63,44.49,GAZ:United States of America,MGYS00003688,forest biome,forest soil,soil,unknown,
ERS1261235,"Horse Ridge, western juniper, rep 1",-121.8,44.41,GAZ:United States of America,MGYS00003688,forest biome,forest soil,soil,unknown,
ERS1261236,"Horse Ridge, western juniper, rep 2",-121.79,44.42,GAZ:United States of America,MGYS00003688,forest biome,forest soil,soil,unknown,
ERS1261237,"Horse Ridge, western juniper, rep 3",-121.85,44.42,GAZ:United States of America,MGYS00003688,forest biome,forest soil,soil,unknown,
ERS1261890,qiita_sid_1030:1030.TVF.2004.Loc1.D0.Rep1,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261891,qiita_sid_1030:1030.TVF.2004.Loc1.D0.Rep2,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261892,qiita_sid_1030:1030.TVF.2004.Loc1.D0.Rep3,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261893,qiita_sid_1030:1030.TVF.2004.Loc1.D0.Rep4,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261894,qiita_sid_1030:1030.TVF.2004.Loc1.D0.Rep5,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261895,qiita_sid_1030:1030.TVF.2004.Loc1.D10.Rep1,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261896,qiita_sid_1030:1030.TVF.2004.Loc1.D10.Rep2,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261897,qiita_sid_1030:1030.TVF.2004.Loc1.D10.Rep3,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261898,qiita_sid_1030:1030.TVF.2004.Loc1.D10.Rep4,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261899,qiita_sid_1030:1030.TVF.2004.Loc1.D10.Rep5,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261900,qiita_sid_1030:1030.TVF.2004.Loc2.D0.Rep1,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261901,qiita_sid_1030:1030.TVF.2004.Loc2.D0.Rep2,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261902,qiita_sid_1030:1030.TVF.2004.Loc2.D0.Rep3,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261903,qiita_sid_1030:1030.TVF.2004.Loc2.D0.Rep4,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261904,qiita_sid_1030:1030.TVF.2004.Loc2.D0.Rep5,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261905,qiita_sid_1030:1030.TVF.2004.Loc2.D10.Rep1,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261906,qiita_sid_1030:1030.TVF.2004.Loc2.D10.Rep2,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261907,qiita_sid_1030:1030.TVF.2004.Loc2.D10.Rep3,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261908,qiita_sid_1030:1030.TVF.2004.Loc2.D10.Rep4,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261909,qiita_sid_1030:1030.TVF.2004.Loc2.D10.Rep5,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261910,qiita_sid_1030:1030.TVF.2004.Loc3.D0.Rep1,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261911,qiita_sid_1030:1030.TVF.2004.Loc3.D0.Rep2,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261912,qiita_sid_1030:1030.TVF.2004.Loc3.D0.Rep3,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261913,qiita_sid_1030:1030.TVF.2004.Loc3.D0.Rep4,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261914,qiita_sid_1030:1030.TVF.2004.Loc3.D0.Rep5,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261915,qiita_sid_1030:1030.TVF.2004.Loc3.D10.Rep1,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261916,qiita_sid_1030:1030.TVF.2004.Loc3.D10.Rep2,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261917,qiita_sid_1030:1030.TVF.2004.Loc3.D10.Rep3,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261918,qiita_sid_1030:1030.TVF.2004.Loc3.D10.Rep4,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261919,qiita_sid_1030:1030.TVF.2004.Loc3.D10.Rep5,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261920,qiita_sid_1030:1030.TVF.2004.Loc4.D0.Rep1,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261921,qiita_sid_1030:1030.TVF.2004.Loc4.D0.Rep2,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261922,qiita_sid_1030:1030.TVF.2004.Loc4.D0.Rep3,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261923,qiita_sid_1030:1030.TVF.2004.Loc4.D0.Rep4,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261924,qiita_sid_1030:1030.TVF.2004.Loc4.D0.Rep5,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261925,qiita_sid_1030:1030.TVF.2004.Loc4.D10.Rep1,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261926,qiita_sid_1030:1030.TVF.2004.Loc4.D10.Rep2,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261927,qiita_sid_1030:1030.TVF.2004.Loc4.D10.Rep3,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261928,qiita_sid_1030:1030.TVF.2004.Loc4.D10.Rep4,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261929,qiita_sid_1030:1030.TVF.2004.Loc4.D10.Rep5,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261930,qiita_sid_1030:1030.TVF.2004.Loc5.D0.Rep1,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261931,qiita_sid_1030:1030.TVF.2004.Loc5.D0.Rep2,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261932,qiita_sid_1030:1030.TVF.2004.Loc5.D0.Rep3,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261933,qiita_sid_1030:1030.TVF.2004.Loc5.D0.Rep4,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261934,qiita_sid_1030:1030.TVF.2004.Loc5.D0.Rep5,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261935,qiita_sid_1030:1030.TVF.2004.Loc5.D10.Rep1,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261936,qiita_sid_1030:1030.TVF.2004.Loc5.D10.Rep2,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261937,qiita_sid_1030:1030.TVF.2004.Loc5.D10.Rep3,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261938,qiita_sid_1030:1030.TVF.2004.Loc5.D10.Rep4,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261939,qiita_sid_1030:1030.TVF.2004.Loc5.D10.Rep5,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261940,qiita_sid_1030:1030.TVF.2010.Loc1.D0.Rep1,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261941,qiita_sid_1030:1030.TVF.2010.Loc1.D0.Rep2,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261942,qiita_sid_1030:1030.TVF.2010.Loc1.D0.Rep3,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261943,qiita_sid_1030:1030.TVF.2010.Loc1.D0.Rep4,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261944,qiita_sid_1030:1030.TVF.2010.Loc1.D0.Rep5,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261945,qiita_sid_1030:1030.TVF.2010.Loc1.D10.Rep1,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261946,qiita_sid_1030:1030.TVF.2010.Loc1.D10.Rep2,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261947,qiita_sid_1030:1030.TVF.2010.Loc1.D10.Rep3,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261948,qiita_sid_1030:1030.TVF.2010.Loc1.D10.Rep4,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261949,qiita_sid_1030:1030.TVF.2010.Loc1.D10.Rep5,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261950,qiita_sid_1030:1030.TVF.2010.Loc2.D0.Rep1,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261951,qiita_sid_1030:1030.TVF.2010.Loc2.D0.Rep2,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261952,qiita_sid_1030:1030.TVF.2010.Loc2.D0.Rep3,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261953,qiita_sid_1030:1030.TVF.2010.Loc2.D0.Rep4,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261954,qiita_sid_1030:1030.TVF.2010.Loc2.D0.Rep5,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261955,qiita_sid_1030:1030.TVF.2010.Loc2.D10.Rep1,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261956,qiita_sid_1030:1030.TVF.2010.Loc2.D10.Rep2,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261957,qiita_sid_1030:1030.TVF.2010.Loc2.D10.Rep3,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261958,qiita_sid_1030:1030.TVF.2010.Loc2.D10.Rep4,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261959,qiita_sid_1030:1030.TVF.2010.Loc2.D10.Rep5,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261960,qiita_sid_1030:1030.TVF.2010.Loc3.D0.Rep1,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261961,qiita_sid_1030:1030.TVF.2010.Loc3.D0.Rep2,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261962,qiita_sid_1030:1030.TVF.2010.Loc3.D0.Rep3,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261963,qiita_sid_1030:1030.TVF.2010.Loc3.D0.Rep4,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261964,qiita_sid_1030:1030.TVF.2010.Loc3.D0.Rep5,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261965,qiita_sid_1030:1030.TVF.2010.Loc3.D10.Rep1,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261966,qiita_sid_1030:1030.TVF.2010.Loc3.D10.Rep2,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261967,qiita_sid_1030:1030.TVF.2010.Loc3.D10.Rep3,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261968,qiita_sid_1030:1030.TVF.2010.Loc3.D10.Rep4,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261969,qiita_sid_1030:1030.TVF.2010.Loc3.D10.Rep5,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261970,qiita_sid_1030:1030.TVF.2010.Loc4.D0.Rep1,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261971,qiita_sid_1030:1030.TVF.2010.Loc4.D0.Rep2,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261972,qiita_sid_1030:1030.TVF.2010.Loc4.D0.Rep3,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261973,qiita_sid_1030:1030.TVF.2010.Loc4.D0.Rep4,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261974,qiita_sid_1030:1030.TVF.2010.Loc4.D0.Rep5,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261975,qiita_sid_1030:1030.TVF.2010.Loc4.D10.Rep1,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261976,qiita_sid_1030:1030.TVF.2010.Loc4.D10.Rep2,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261977,qiita_sid_1030:1030.TVF.2010.Loc4.D10.Rep3,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261978,qiita_sid_1030:1030.TVF.2010.Loc4.D10.Rep4,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261979,qiita_sid_1030:1030.TVF.2010.Loc4.D10.Rep5,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261980,qiita_sid_1030:1030.TVF.2010.Loc5.D0.Rep1,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261981,qiita_sid_1030:1030.TVF.2010.Loc5.D0.Rep2,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261982,qiita_sid_1030:1030.TVF.2010.Loc5.D0.Rep3,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261983,qiita_sid_1030:1030.TVF.2010.Loc5.D0.Rep4,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261984,qiita_sid_1030:1030.TVF.2010.Loc5.D0.Rep5,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261985,qiita_sid_1030:1030.TVF.2010.Loc5.D10.Rep1,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261986,qiita_sid_1030:1030.TVF.2010.Loc5.D10.Rep2,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261987,qiita_sid_1030:1030.TVF.2010.Loc5.D10.Rep3,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261988,qiita_sid_1030:1030.TVF.2010.Loc5.D10.Rep4,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261989,qiita_sid_1030:1030.TVF.2010.Loc5.D10.Rep5,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261990,qiita_sid_1030:1030.TVF.Control.Loc1.D0.Rep1,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261991,qiita_sid_1030:1030.TVF.Control.Loc1.D0.Rep2,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261992,qiita_sid_1030:1030.TVF.Control.Loc1.D0.Rep3,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261993,qiita_sid_1030:1030.TVF.Control.Loc1.D0.Rep4,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261994,qiita_sid_1030:1030.TVF.Control.Loc1.D0.Rep5,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261995,qiita_sid_1030:1030.TVF.Control.Loc1.D10.Rep1,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261996,qiita_sid_1030:1030.TVF.Control.Loc1.D10.Rep2,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261997,qiita_sid_1030:1030.TVF.Control.Loc1.D10.Rep3,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261998,qiita_sid_1030:1030.TVF.Control.Loc1.D10.Rep4,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1261999,qiita_sid_1030:1030.TVF.Control.Loc1.D10.Rep5,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1262000,qiita_sid_1030:1030.TVF.Control.Loc2.D0.Rep1,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1262001,qiita_sid_1030:1030.TVF.Control.Loc2.D0.Rep2,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1262002,qiita_sid_1030:1030.TVF.Control.Loc2.D0.Rep3,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1262003,qiita_sid_1030:1030.TVF.Control.Loc2.D0.Rep4,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1262004,qiita_sid_1030:1030.TVF.Control.Loc2.D0.Rep5,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1262005,qiita_sid_1030:1030.TVF.Control.Loc2.D10.Rep1,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1262006,qiita_sid_1030:1030.TVF.Control.Loc2.D10.Rep2,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1262007,qiita_sid_1030:1030.TVF.Control.Loc2.D10.Rep3,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1262008,qiita_sid_1030:1030.TVF.Control.Loc2.D10.Rep4,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1262009,qiita_sid_1030:1030.TVF.Control.Loc2.D10.Rep5,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1262010,qiita_sid_1030:1030.TVF.Control.Loc3.D0.Rep1,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1262011,qiita_sid_1030:1030.TVF.Control.Loc3.D0.Rep2,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
ERS1262012,qiita_sid_1030:1030.TVF.Control.Loc3.D0.Rep3,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil,unknown,
